时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-日前,系统负荷-实时,风电出力-日前,风电出力-实时,光伏出力-日前,光伏出力-实时,水电出力-日前,水电出力-实时,联络线计划-日前,联络线计划-实时,非市场化机组出力-日前,非市场化机组出力-实时,平均出清价格-日前（元/MWh）,平均出清价格-实时（元/MWh）
2024-10-30_11:00-12:00,2024-10-30,11:00-12:00,2024,10,30,3,0,4,11,1,0,28716,23892.695,1267.946,736.859497,19371.12,10786.99121,8336.002,8653.253,-3069.0,-6330.0,15155.102,18264.997,39.809891,1.936299
2024-10-30_12:00-13:00,2024-10-30,12:00-13:00,2024,10,30,3,0,4,12,1,0,29037,24026.457,1147.95,556.694702,18924.059,10828.3877,8336.002,8654.221,-3072.0,-6200.0,15308.602,18071.397,39.203075,1.608548
2024-10-30_13:00-14:00,2024-10-30,13:00-14:00,2024,10,30,3,0,4,13,1,0,28898,24424.02,1134.586,487.789551,16963.625,10158.9209,8371.002,8730.037,-3074.0,-5134.0,14951.542,17195.159,39.154594,2.865489
2024-10-30_14:00-15:00,2024-10-30,14:00-15:00,2024,10,30,3,0,4,14,1,0,28900,25520.863,1250.263,561.209045,12965.967,9844.512695,8371.002,9429.208,-3077.0,-6091.0,14309.202,16373.272,72.607796,1.916289
2024-10-30_15:00-16:00,2024-10-30,15:00-16:00,2024,10,30,3,0,4,15,1,0,29511,27454.557,1516.465,669.558838,7230.965,5828.242676,8371.002,8879.73,-3113.0,-3056.0,12570.162,13543.803,328.261566,270.999969
2024-10-30_16:00-17:00,2024-10-30,16:00-17:00,2024,10,30,3,0,4,16,0,0,30302,29487.41,2019.139,1024.600098,1583.74,1720.330933,10625.502,10503.474,-2500.0,-2451.0,14030.072,12864.051,391.000061,360.999725
2024-10-30_17:00-18:00,2024-10-30,17:00-18:00,2024,10,30,3,0,4,17,0,0,30149,29994.445,2788.045,1795.32312,4.87,17.921,10543.502,10778.123,-1890.0,-1873.0,13736.582,12787.638,371.000122,420.000092
2024-10-30_18:00-19:00,2024-10-30,18:00-19:00,2024,10,30,3,0,4,18,0,0,29827,29242.611,3594.215,3045.794189,0.01,0.08,9485.402,9786.598,-1303.0,-1298.0,12709.292,11766.226,354.100067,403.299835
2024-10-30_19:00-20:00,2024-10-30,19:00-20:00,2024,10,30,3,0,4,19,0,0,29357,28629.512,4135.396,3642.730469,0.0,0.02,9222.902,9665.732,-759.0,-861.0,12135.712,11719.731,327.999939,335.031494
2024-10-30_20:00-21:00,2024-10-30,20:00-21:00,2024,10,30,3,0,4,20,0,0,28716,28447.623,4341.361,4522.071289,0.0,0.03,8543.792,8912.22,-1177.0,-1157.0,11022.072,10961.239,325.838135,330.266602
2024-10-30_21:00-22:00,2024-10-30,21:00-22:00,2024,10,30,3,0,4,21,0,0,27018,26625.855,4317.254,4650.958008,0.0,0.0,8371.002,8740.037,-1959.0,-1939.0,10708.402,10891.46,325.657074,326.000061
2024-10-30_22:00-23:00,2024-10-30,22:00-23:00,2024,10,30,3,0,4,22,0,1,25368,24654.996,4181.031,4646.833984,0.0,0.0,8409.602,8819.682,-2421.0,-2688.0,10693.862,11022.847,299.873962,248.200012
2024-10-30_23:00-24:00,2024-10-30,23:00-24:00,2024,10,30,3,0,4,23,0,1,24678,23847.518,3994.807,4350.855957,0.0,0.0,8409.602,8992.493,-2533.0,-3803.0,10627.582,11133.365,288.124969,248.19986
2024-10-31_00:00-01:00,2024-10-31,00:00-01:00,2024,10,31,4,0,4,0,0,1,25687,25544.355,4178.887,4311.402832,0.0,0.0,8772.102,9392.688,-2191.0,-3839.0,11020.602,11534.173,304.999847,299.0
2024-10-31_01:00-02:00,2024-10-31,01:00-02:00,2024,10,31,4,0,4,1,0,1,24876,24380.496,4038.41,3896.012939,0.0,0.0,8398.502,9421.039,-2259.0,-4208.0,10664.212,11526.526,300.000031,299.0
2024-10-31_02:00-03:00,2024-10-31,02:00-03:00,2024,10,31,4,0,4,2,0,1,24298,23961.656,3934.691,3747.633789,0.0,0.0,8448.902,8646.018,-2558.0,-3915.0,10706.852,10777.598,296.600006,297.599854
2024-10-31_03:00-04:00,2024-10-31,03:00-04:00,2024,10,31,4,0,4,3,0,1,24103,23761.85,3858.013,3911.503906,0.0,0.0,8382.002,8611.616,-2655.0,-4204.0,10628.232,10681.065,291.999847,296.600006
2024-10-31_04:00-05:00,2024-10-31,04:00-05:00,2024,10,31,4,0,4,4,0,1,24455,23846.645,3794.234,3999.313965,0.0,0.01,8373.302,8594.635,-2633.0,-3751.0,10611.782,10701.84,299.999969,299.000122
2024-10-31_05:00-06:00,2024-10-31,05:00-06:00,2024,10,31,4,0,4,5,0,1,25672,25238.658,3737.87,4035.503662,6.95,0.19,8514.524,8577.229,-2470.0,-2459.0,10762.234,10683.751,303.300018,271.000031
2024-10-31_06:00-07:00,2024-10-31,06:00-07:00,2024,10,31,4,0,4,6,0,1,27690,27416.881,3650.559,4108.172363,448.613,192.679016,9379.215,8548.938,-2295.0,-2283.0,11729.395,10854.433,337.999908,328.000092
2024-10-31_07:00-08:00,2024-10-31,07:00-08:00,2024,10,31,4,0,4,7,0,0,29245,27632.607,3445.953,4015.881104,4455.344,3131.35083,8395.702,8583.134,-2280.0,-2830.0,11887.882,12907.849,304.999878,270.0
2024-10-31_08:00-09:00,2024-10-31,08:00-09:00,2024,10,31,4,0,4,8,1,0,30583,27391.188,3032.77,3248.792969,10001.249,7576.952148,8371.002,8740.457,-2646.0,-6502.0,13557.082,15461.906,215.634094,120.000023
2024-10-31_09:00-10:00,2024-10-31,09:00-10:00,2024,10,31,4,0,4,9,1,0,30764,26505.086,2706.41,2279.053955,14529.419,11141.73438,8336.002,8742.281,-3257.0,-7064.0,14848.502,17404.185,59.17968,0.0
2024-10-31_10:00-11:00,2024-10-31,10:00-11:00,2024,10,31,4,0,4,10,1,0,30868,25791.254,2566.878,1941.408325,17131.77,13002.39258,8336.002,8663.405,-3400.0,-8171.0,14806.731,18509.463,56.532932,0.0
2024-10-31_11:00-12:00,2024-10-31,11:00-12:00,2024,10,31,4,0,4,11,1,0,28763,23746.191,2627.213,1509.53418,17995.634,11688.83984,8336.002,8647.652,-3392.0,-8164.0,15143.961,18679.789,39.230881,0.0
2024-10-31_12:00-13:00,2024-10-31,12:00-13:00,2024,10,31,4,0,4,12,1,0,28822,24210.547,2859.564,1408.081665,17425.776,11282.93164,8335.002,8615.981,-3398.0,-7398.0,15241.052,18344.54,39.175747,0.0
2024-10-31_13:00-14:00,2024-10-31,13:00-14:00,2024,10,31,4,0,4,13,1,0,28687,24236.336,3173.553,1669.286255,15254.371,10566.85742,8370.002,8586.301,-3389.0,-6340.0,14687.362,17362.305,39.130272,0.0
2024-10-31_14:00-15:00,2024-10-31,14:00-15:00,2024,10,31,4,0,4,14,1,0,28747,25736.414,3607.282,2579.797852,11202.734,9466.897461,8370.002,8880.932,-3388.0,-7287.0,14068.882,16281.251,59.171455,0.0
2024-10-31_15:00-16:00,2024-10-31,15:00-16:00,2024,10,31,4,0,4,15,1,0,29420,27438.023,4123.372,3372.509033,6103.954,5493.595215,8853.502,9098.074,-3202.0,-4185.0,13011.011,14173.517,230.30101,151.466782
2024-10-31_16:00-17:00,2024-10-31,16:00-17:00,2024,10,31,4,0,4,16,0,0,30071,29192.58,4648.311,4145.381836,1319.041,1501.333862,9892.809,9640.257,-2500.0,-2437.0,14360.499,12699.933,270.650513,223.116531
2024-10-31_17:00-18:00,2024-10-31,17:00-18:00,2024,10,31,4,0,4,17,0,0,29991,29671.791,5145.029,4794.612305,3.8,17.0446,10072.502,10155.412,-1892.0,-1879.0,14210.712,12691.344,261.660004,290.145752
2024-10-31_18:00-19:00,2024-10-31,18:00-19:00,2024,10,31,4,0,4,18,0,0,29581,29083.471,5533.505,5587.828613,0.01,0.09,10145.402,10027.283,-1428.0,-1428.0,12716.962,12653.858,297.462891,297.373199
2024-10-31_19:00-20:00,2024-10-31,19:00-20:00,2024,10,31,4,0,4,19,0,0,29037,28415.078,5746.116,6016.299805,0.0,0.03,9335.402,9900.573,-1036.0,-1279.0,11955.622,12590.687,232.54277,247.821854
2024-10-31_20:00-21:00,2024-10-31,20:00-21:00,2024,10,31,4,0,4,20,0,0,28598,28345.725,5859.027,6021.523926,0.0,0.07,9134.902,8975.43,-1483.0,-1555.0,11735.132,11629.615,271.390198,274.000031
2024-10-31_21:00-22:00,2024-10-31,21:00-22:00,2024,10,31,4,0,4,21,0,0,26955,26423.764,5857.659,6088.342773,0.0,0.0,8689.82,8717.33,-1945.0,-2461.0,11207.77,11395.332,270.0,259.399963
2024-10-31_22:00-23:00,2024-10-31,22:00-23:00,2024,10,31,4,0,4,22,0,1,25295,24605.848,5819.179,6046.48877,0.0,0.0,8412.902,8799.917,-2391.0,-4147.0,10886.182,11466.072,203.299973,172.000031
2024-10-31_23:00-24:00,2024-10-31,23:00-24:00,2024,10,31,4,0,4,23,0,1,24616,23861.928,5747.537,6088.359863,0.0,0.0,8472.502,8864.08,-2538.0,-4337.0,10907.382,11510.307,152.0,119.999992
2024-11-01_00:00-01:00,2024-11-01,00:00-01:00,2024,11,1,5,0,4,0,0,1,25627,25246.15,5970.294,5990.270996,0.0,0.0,7809.602,8737.469,-2172.0,-4029.0,10155.292,11349.298,200.999985,202.331665
2024-11-01_01:00-02:00,2024-11-01,01:00-02:00,2024,11,1,5,0,4,1,0,1,24841,24386.637,5965.768,5878.272949,0.0,0.0,7770.002,8559.207,-2354.0,-4881.0,10110.562,11163.619,129.999985,130.0
2024-11-01_02:00-03:00,2024-11-01,02:00-03:00,2024,11,1,5,0,4,2,0,1,24393,23690.934,5969.471,5799.276855,0.0,0.0,7807.063,8565.887,-2355.0,-4562.0,10147.043,11218.946,120.0,111.199966
2024-11-01_03:00-04:00,2024-11-01,03:00-04:00,2024,11,1,5,0,4,3,0,1,24133,23514.41,5966.074,5847.777344,0.0,0.0,7771.002,8553.149,-2354.0,-4554.0,10109.792,11208.246,119.999977,100.000008
2024-11-01_04:00-05:00,2024-11-01,04:00-05:00,2024,11,1,5,0,4,4,0,1,24540,23870.922,5959.723,5840.057617,0.0,0.01,7770.002,8572.432,-2354.0,-4552.0,10113.102,11214.533,122.999992,111.199974
2024-11-01_05:00-06:00,2024-11-01,05:00-06:00,2024,11,1,5,0,4,5,0,1,25656,24801.322,5931.279,5824.112793,6.21,0.05,7770.002,8529.629,-2350.0,-3678.0,10119.462,11116.844,203.299988,161.000015
2024-11-01_06:00-07:00,2024-11-01,06:00-07:00,2024,11,1,5,0,4,6,0,1,27804,26919.375,5887.97,5635.722656,392.906,130.339005,8299.002,8551.884,-2116.0,-2286.0,10764.512,11218.631,247.997635,250.999878
2024-11-01_07:00-08:00,2024-11-01,07:00-08:00,2024,11,1,5,0,4,7,0,0,29375,27785.736,5799.721,5437.632324,4174.865,2291.736084,7771.002,8551.654,-1884.0,-3745.0,11405.232,12495.497,129.591675,161.250031
2024-11-01_08:00-09:00,2024-11-01,08:00-09:00,2024,11,1,5,0,4,8,1,0,30674,27939.826,5614.953,5159.783203,9379.706,5333.066406,7771.002,8591.111,-2881.0,-7396.0,13106.682,14215.352,98.71962,220.080444
2024-11-01_09:00-10:00,2024-11-01,09:00-10:00,2024,11,1,5,0,4,9,1,0,30678,27554.111,5475.731,4757.830078,13620.094,7943.395508,7771.002,8613.146,-3529.0,-6990.0,14472.692,16245.206,45.669289,91.436447
2024-11-01_10:00-11:00,2024-11-01,10:00-11:00,2024,11,1,5,0,4,10,1,0,30852,27290.396,5377.347,4318.046387,16091.61,10167.27832,7771.002,8622.797,-3707.0,-7206.0,14472.891,17572.26,48.29018,57.40427
2024-11-01_11:00-12:00,2024-11-01,11:00-12:00,2024,11,1,5,0,4,11,1,0,28994,24835.199,5229.64,4125.699219,16951.686,11101.49414,7771.002,8552.238,-3491.0,-7738.0,14825.292,18048.672,27.653002,0.139897
2024-11-01_12:00-13:00,2024-11-01,12:00-13:00,2024,11,1,5,0,4,12,1,0,28988,25184.869,5101.265,3687.854492,16530.979,10291.88574,7771.002,8526.733,-3500.0,-7741.0,14925.842,17467.088,30.562761,0.146623
2024-11-01_13:00-14:00,2024-11-01,13:00-14:00,2024,11,1,5,0,4,13,1,0,28796,25483.998,5001.671,3651.833008,14695.127,9634.34082,7771.002,8655.227,-3467.0,-6853.0,14368.842,16535.326,27.897436,0.372004
2024-11-01_14:00-15:00,2024-11-01,14:00-15:00,2024,11,1,5,0,4,14,1,0,28794,26594.475,4938.414,4007.547363,11106.438,7479.706055,7771.002,9052.577,-3439.0,-8523.0,13777.652,15614.018,41.450916,95.366623
2024-11-01_15:00-16:00,2024-11-01,15:00-16:00,2024,11,1,5,0,4,15,1,0,29503,28096.654,4924.915,3980.429199,6188.706,4127.576172,7771.002,8879.725,-3412.0,-5015.0,12149.072,13274.82,122.718666,217.547348
2024-11-01_16:00-17:00,2024-11-01,16:00-17:00,2024,11,1,5,0,4,16,0,0,30123,29701.389,4918.537,3612.059814,1334.145,1055.556274,9392.475,9718.066,-2920.0,-2898.0,13909.235,12433.579,264.000031,418.565643
2024-11-01_17:00-18:00,2024-11-01,17:00-18:00,2024,11,1,5,0,4,17,0,0,30102,29667.695,4946.221,3202.598633,4.3,14.426398,9437.502,10027.659,-1606.0,-1587.0,13555.952,12260.073,251.000107,407.833405
2024-11-01_18:00-19:00,2024-11-01,18:00-19:00,2024,11,1,5,0,4,18,0,0,29748,29043.062,4958.41,3405.414063,0.01,0.09,9932.428,9740.059,-1097.0,-1726.0,12386.168,12016.215,229.999969,320.000183
2024-11-01_19:00-20:00,2024-11-01,19:00-20:00,2024,11,1,5,0,4,19,0,0,29063,28521.0,4921.75,3539.219727,0.0,0.05,9231.599,9775.727,-470.0,-1518.0,11704.319,12037.312,220.000015,303.300018
2024-11-01_20:00-21:00,2024-11-01,20:00-21:00,2024,11,1,5,0,4,20,0,0,28562,28127.008,4792.734,3377.280518,0.0,0.06,8763.662,9646.848,-743.0,-709.0,11222.092,11861.076,223.0,303.300049
2024-11-01_21:00-22:00,2024-11-01,21:00-22:00,2024,11,1,5,0,4,21,0,0,27081,26565.928,4582.832,3139.670654,0.0,0.0,8144.765,9149.539,-1312.0,-1385.0,10562.355,11139.25,203.300064,302.000061
2024-11-01_22:00-23:00,2024-11-01,22:00-23:00,2024,11,1,5,0,4,22,0,1,25490,24557.879,4368.491,2689.15625,0.0,0.0,7948.37,8983.102,-2013.0,-2514.0,10308.82,10863.698,202.999985,323.000061
2024-11-01_23:00-24:00,2024-11-01,23:00-24:00,2024,11,1,5,0,4,23,0,1,24649,23817.459,4119.346,2332.971436,0.0,0.0,7867.502,9708.828,-2150.0,-3104.0,10215.022,11517.787,155.999985,302.0
2024-11-02_00:00-01:00,2024-11-02,00:00-01:00,2024,11,2,6,1,4,0,0,1,25266,25363.215,3868.64,1954.200073,0.0,0.0,8401.063,8890.347,-2168.0,-2598.0,10576.993,10656.319,311.527863,357.763794
2024-11-02_01:00-02:00,2024-11-02,01:00-02:00,2024,11,2,6,1,4,1,0,1,24416,24477.436,3670.99,1670.003052,0.0,0.0,8389.602,8584.529,-2350.0,-2918.0,10527.342,10349.249,293.831146,341.068329
2024-11-02_02:00-03:00,2024-11-02,02:00-03:00,2024,11,2,6,1,4,2,0,1,23856,23626.324,3472.632,1518.001953,0.0,0.0,8389.602,8590.54,-2351.0,-2821.0,10509.672,10363.284,264.000183,325.120758
2024-11-02_03:00-04:00,2024-11-02,03:00-04:00,2024,11,2,6,1,4,3,0,1,23600,23411.457,3286.348,1379.160889,0.0,0.0,8361.735,8542.812,-2350.0,-2774.0,10467.535,10256.461,259.912842,319.506256
2024-11-02_04:00-05:00,2024-11-02,04:00-05:00,2024,11,2,6,1,4,4,0,1,23903,23747.115,3125.097,1267.954956,0.0,0.01,8351.002,8554.803,-2350.0,-2336.0,10432.182,10296.576,297.965729,332.83963
2024-11-02_05:00-06:00,2024-11-02,05:00-06:00,2024,11,2,6,1,4,5,0,1,24753,24455.246,2955.262,1217.312256,6.66,0.15,8351.002,8595.525,-2346.0,-2329.0,10426.962,10364.221,332.285675,359.26181
2024-11-02_06:00-07:00,2024-11-02,06:00-07:00,2024,11,2,6,1,4,6,0,1,26367,26129.24,2679.435,1129.540283,420.395,152.064987,8515.002,8628.262,-2112.0,-2093.0,10718.592,10516.572,373.620117,407.618683
2024-11-02_07:00-08:00,2024-11-02,07:00-08:00,2024,11,2,6,1,4,7,0,0,28212,27453.957,2255.283,883.458008,4573.786,2483.122559,8350.002,8596.74,-1879.0,-2407.0,11834.852,11680.544,259.141052,337.782013
2024-11-02_08:00-09:00,2024-11-02,08:00-09:00,2024,11,2,6,1,4,8,1,0,29453,27901.234,1675.491,575.031006,10511.282,5539.14502,8351.002,9227.028,-2876.0,-7030.0,13748.392,14292.666,96.024689,832.941589
2024-11-02_09:00-10:00,2024-11-02,09:00-10:00,2024,11,2,6,1,4,9,1,0,29653,26771.578,1179.358,278.194,15456.02,8444.860352,8351.002,8639.333,-3524.0,-6571.0,15291.591,15822.448,35.980515,291.053162
2024-11-02_10:00-11:00,2024-11-02,10:00-11:00,2024,11,2,6,1,4,10,1,0,29925,26256.242,875.668,128.578995,18362.472,11135.05371,8351.002,8603.273,-3703.0,-7059.0,15399.452,17177.186,38.665691,140.406693
2024-11-02_11:00-12:00,2024-11-02,11:00-12:00,2024,11,2,6,1,4,11,1,0,27951,24013.135,703.326,112.123009,19357.343,12527.94043,8351.002,8569.123,-3487.0,-6910.0,15776.342,17864.738,21.88578,20.392975
2024-11-02_12:00-13:00,2024-11-02,12:00-13:00,2024,11,2,6,1,4,12,1,0,28324,24562.236,607.607,137.954025,18895.046,12466.17188,8350.002,8565.06,-3496.0,-6919.0,15879.632,17729.423,21.735195,22.210552
2024-11-02_13:00-14:00,2024-11-02,13:00-14:00,2024,11,2,6,1,4,13,1,0,28218,25122.752,547.502,135.845047,16793.844,11387.4209,8351.002,8563.446,-3464.0,-6651.0,15226.132,16829.982,21.794968,55.264675
2024-11-02_14:00-15:00,2024-11-02,14:00-15:00,2024,11,2,6,1,4,14,1,0,28197,25846.402,517.244,133.669983,12651.149,8834.163086,8350.002,8558.61,-3435.0,-7000.0,14462.872,15165.398,40.768463,214.574127
2024-11-02_15:00-16:00,2024-11-02,15:00-16:00,2024,11,2,6,1,4,15,1,0,28867,27244.412,525.295,124.948997,6928.631,4922.734375,8833.502,8806.682,-3408.0,-4681.0,13189.062,13029.632,261.723877,366.889343
2024-11-02_16:00-17:00,2024-11-02,16:00-17:00,2024,11,2,6,1,4,16,0,0,29543,29007.154,572.89,131.945938,1410.26,1278.80127,10092.54,9710.557,-2921.0,-2867.0,14381.33,11903.105,370.096283,529.320068
2024-11-02_17:00-18:00,2024-11-02,17:00-18:00,2024,11,2,6,1,4,17,0,0,29595,29512.16,684.392,194.789963,4.31,13.4665,10048.502,10611.515,-1601.0,-1571.0,13907.772,12319.628,381.292664,527.310608
2024-11-02_18:00-19:00,2024-11-02,18:00-19:00,2024,11,2,6,1,4,18,0,0,29299,29049.482,812.288,225.340973,0.01,0.05,10462.351,10016.742,-1092.0,-1079.0,12691.681,11797.431,375.555298,410.977905
2024-11-02_19:00-20:00,2024-11-02,19:00-20:00,2024,11,2,6,1,4,19,0,0,28496,28298.352,905.945,276.21698,0.0,0.06,9772.402,9772.989,-465.0,-462.0,12031.632,11475.082,345.486633,380.770844
2024-11-02_20:00-21:00,2024-11-02,20:00-21:00,2024,11,2,6,1,4,20,0,0,28044,27782.076,901.671,304.926117,0.0,0.04,9472.402,9417.605,-738.0,-737.0,11711.392,11011.504,360.828949,395.562073
2024-11-02_21:00-22:00,2024-11-02,21:00-22:00,2024,11,2,6,1,4,21,0,0,26374,26245.143,830.99,326.873962,0.0,0.0,8612.502,8917.479,-1307.0,-1267.0,10828.452,10532.753,336.179871,367.177185
2024-11-02_22:00-23:00,2024-11-02,22:00-23:00,2024,11,2,6,1,4,22,0,1,24939,24628.916,744.872,428.797028,0.0,0.0,8508.502,8840.936,-2008.0,-2001.0,10699.452,10447.929,315.313812,328.103363
2024-11-02_23:00-24:00,2024-11-02,23:00-24:00,2024,11,2,6,1,4,23,0,1,24063,23983.271,706.648,489.506866,0.0,0.0,8455.102,9153.562,-2145.0,-2137.0,10586.372,10860.201,304.955658,309.453186
2024-11-03_00:00-01:00,2024-11-03,00:00-01:00,2024,11,3,7,1,4,0,0,1,24929,25523.094,423.727,563.513977,0.0,0.0,9037.102,8632.446,-2150.0,-2145.0,10913.862,10318.084,325.501709,359.209717
2024-11-03_01:00-02:00,2024-11-03,01:00-02:00,2024,11,3,7,1,4,1,0,1,24097,24490.326,387.849,564.780884,0.0,0.0,8789.602,8609.738,-2329.0,-2324.0,10656.662,10316.854,324.520905,348.117218
2024-11-03_02:00-03:00,2024-11-03,02:00-03:00,2024,11,3,7,1,4,2,0,1,23547,23967.982,359.418,478.08905,0.0,0.0,8447.502,8544.003,-2330.0,-2325.0,10304.272,10195.346,302.214844,319.344147
2024-11-03_03:00-04:00,2024-11-03,03:00-04:00,2024,11,3,7,1,4,3,0,1,23255,23340.723,329.369,397.498016,0.0,0.0,8408.902,8561.466,-2331.0,-2326.0,10259.082,10229.472,303.914459,310.124603
2024-11-03_04:00-05:00,2024-11-03,04:00-05:00,2024,11,3,7,1,4,4,0,1,23475,23751.59,309.528,306.540985,0.0,0.01,8381.002,8575.521,-2331.0,-2326.0,10227.142,10236.703,304.602753,324.961426
2024-11-03_05:00-06:00,2024-11-03,05:00-06:00,2024,11,3,7,1,4,5,0,1,24229,24263.348,297.667,327.40799,7.54,0.17,8548.002,8580.339,-2336.0,-2331.0,10405.872,10266.727,336.363159,345.404633
2024-11-03_06:00-07:00,2024-11-03,06:00-07:00,2024,11,3,7,1,4,6,0,1,25685,25591.49,279.243,310.139862,476.405,164.43898,8881.773,8581.547,-2102.0,-2097.0,10917.333,10362.121,361.220612,392.782837
2024-11-03_07:00-08:00,2024-11-03,07:00-08:00,2024,11,3,7,1,4,7,0,0,27329,26296.254,232.441,250.257034,5229.439,2862.852783,8383.002,8560.08,-1863.0,-1858.0,12203.792,12056.083,301.634857,326.49118
2024-11-03_08:00-09:00,2024-11-03,08:00-09:00,2024,11,3,7,1,4,8,1,0,28411,26128.195,160.967,167.167023,12003.948,6944.395996,8351.002,8680.679,-6316.0,-6311.0,14722.272,14638.097,105.289673,123.000092
2024-11-03_09:00-10:00,2024-11-03,09:00-10:00,2024,11,3,7,1,4,9,1,0,28732,25312.98,93.802,68.080017,17508.992,10413.99512,8351.002,8568.946,-5760.0,-6264.0,16808.442,16509.928,41.531876,32.136944
2024-11-03_10:00-11:00,2024-11-03,10:00-11:00,2024,11,3,7,1,4,10,1,0,28944,24901.182,73.774,59.296005,20623.633,12440.85547,8351.002,8608.33,-6730.0,-6811.0,17302.032,17775.124,41.247162,5.594261
2024-11-03_11:00-12:00,2024-11-03,11:00-12:00,2024,11,3,7,1,4,11,1,0,27091,23346.342,67.244,58.759995,21630.079,11695.18359,8351.002,8610.511,-6808.0,-6809.0,17432.712,18144.997,21.778557,2.24929
2024-11-03_12:00-13:00,2024-11-03,12:00-13:00,2024,11,3,7,1,4,12,1,0,27482,23655.631,70.963,55.976006,21047.541,11708.13379,8351.002,8591.967,-7074.0,-7075.0,17334.342,17839.682,21.097567,2.344631
2024-11-03_13:00-14:00,2024-11-03,13:00-14:00,2024,11,3,7,1,4,13,1,0,27101,23998.178,84.638,51.208996,18720.263,11586.11523,8351.002,8577.353,-6671.0,-6674.0,16734.242,16988.614,21.606644,6.291302
2024-11-03_14:00-15:00,2024-11-03,14:00-15:00,2024,11,3,7,1,4,14,1,0,27290,24903.795,112.561,56.659988,14056.586,9029.573242,8351.002,8712.416,-6524.0,-6525.0,15536.232,15516.391,41.297802,60.17104
2024-11-03_15:00-16:00,2024-11-03,15:00-16:00,2024,11,3,7,1,4,15,1,0,28023,26564.617,168.027,81.769005,7666.907,5155.82373,8351.002,8852.033,-3636.0,-3636.0,13100.742,13306.853,231.000061,317.654327
2024-11-03_16:00-17:00,2024-11-03,16:00-17:00,2024,11,3,7,1,4,16,0,0,28918,28779.361,261.828,91.594009,1499.325,1271.492432,10124.816,9762.377,-2834.0,-2834.0,14229.476,12115.818,259.999878,445.153534
2024-11-03_17:00-18:00,2024-11-03,17:00-18:00,2024,11,3,7,1,4,17,0,0,29300,29300.35,385.954,128.314011,4.45,13.1199,10021.543,10038.092,-1568.0,-1568.0,13595.023,11880.45,253.027466,433.551697
2024-11-03_18:00-19:00,2024-11-03,18:00-19:00,2024,11,3,7,1,4,18,0,0,28921,28782.773,567.454,149.138977,0.03,0.47,10028.014,9798.879,-1075.0,-1075.0,12045.504,11605.825,254.160995,383.798218
2024-11-03_19:00-20:00,2024-11-03,19:00-20:00,2024,11,3,7,1,4,19,0,0,28169,28349.324,807.392,189.244995,0.01,0.15,9205.535,9825.359,-447.0,-447.0,11250.885,11615.395,324.400146,343.000031
2024-11-03_20:00-21:00,2024-11-03,20:00-21:00,2024,11,3,7,1,4,20,0,0,27741,28092.029,1073.637,345.815918,0.0,0.07,8797.902,9426.82,-699.0,-699.0,10855.532,11215.003,333.721436,371.442657
2024-11-03_21:00-22:00,2024-11-03,21:00-22:00,2024,11,3,7,1,4,21,0,0,25936,25994.4,1388.147,463.395844,0.0,0.0,8408.902,8942.428,-1268.0,-1268.0,10448.672,10720.007,317.13855,342.791412
2024-11-03_22:00-23:00,2024-11-03,22:00-23:00,2024,11,3,7,1,4,22,0,1,24503,24239.381,1790.128,661.146851,0.0,0.0,8389.602,8920.246,-1998.0,-1998.0,10421.772,10729.109,231.0,249.575241
2024-11-03_23:00-24:00,2024-11-03,23:00-24:00,2024,11,3,7,1,4,23,0,1,23702,23318.125,2306.532,1122.585938,0.0,0.0,8389.602,9651.681,-2491.0,-2491.0,10487.332,11453.706,183.800003,219.999893
2024-11-04_00:00-01:00,2024-11-04,00:00-01:00,2024,11,4,1,0,4,0,0,1,24856,25034.615,2243.062,1838.746216,0.0,0.0,8987.888,8848.855,-2694.0,-2687.0,10853.227,10696.96,200.000015,203.300049
2024-11-04_01:00-02:00,2024-11-04,01:00-02:00,2024,11,4,1,0,4,1,0,1,23833,24041.979,2801.755,2261.447021,0.0,0.0,8377.502,8633.902,-3121.0,-3114.0,10262.872,10518.709,151.59996,213.0
2024-11-04_02:00-03:00,2024-11-04,02:00-03:00,2024,11,4,1,0,4,2,0,1,23318,23392.326,3316.846,2687.16626,0.0,0.0,8658.902,8585.581,-4350.0,-4343.0,10561.982,10512.883,110.086235,143.256821
2024-11-04_03:00-04:00,2024-11-04,03:00-04:00,2024,11,4,1,0,4,3,0,1,23126,23239.658,3787.751,3177.833008,0.0,0.0,8544.102,8571.339,-5259.0,-5252.0,10485.222,10645.262,98.846886,109.649414
2024-11-04_04:00-05:00,2024-11-04,04:00-05:00,2024,11,4,1,0,4,4,0,1,23385,23652.07,4215.177,3890.977295,0.0,0.01,8426.002,8558.473,-5254.0,-5247.0,10390.972,10791.485,98.800079,104.554398
2024-11-04_05:00-06:00,2024-11-04,05:00-06:00,2024,11,4,1,0,4,5,0,1,24643,24712.953,4569.592,4423.005859,6.71,0.13,8351.002,8568.854,-4036.0,-4029.0,10353.342,10803.241,118.609619,106.1138
2024-11-04_06:00-07:00,2024-11-04,06:00-07:00,2024,11,4,1,0,4,6,0,1,26839,26939.094,4843.553,4876.569336,342.544,109.521988,8459.602,8565.397,-3143.0,-3136.0,10601.292,10978.503,199.999985,144.500092
