时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-日前,系统负荷-实时,风电出力-日前,风电出力-实时,光伏出力-日前,光伏出力-实时,水电出力-日前,水电出力-实时,联络线计划-日前,联络线计划-实时,非市场化机组出力-日前,非市场化机组出力-实时,平均出清价格-日前（元/MWh）,平均出清价格-实时（元/MWh）
2024-11-04_07:00-08:00,2024-11-04,07:00-08:00,2024,11,4,1,0,4,7,0,0,28553,28068.693,4922.904,4956.021973,3809.108,1778.359497,8636.498,8657.515,-4830.0,-4823.0,12011.088,12125.024,161.689957,161.25
2024-11-04_08:00-09:00,2024-11-04,08:00-09:00,2024,11,4,1,0,4,8,1,0,30038,28810.992,4787.246,4619.293457,8760.874,4053.428955,8371.002,8521.69,-6991.0,-6984.0,13519.272,13650.866,120.000099,277.878418
2024-11-04_09:00-10:00,2024-11-04,09:00-10:00,2024,11,4,1,0,4,9,1,0,30324,28049.965,4541.522,4174.046875,13235.207,6558.017578,8353.202,8555.729,-7148.0,-7477.0,15060.402,15132.203,54.466194,199.881851
2024-11-04_10:00-11:00,2024-11-04,10:00-11:00,2024,11,4,1,0,4,10,1,0,30476,27761.625,4312.928,3950.686279,16038.086,8408.209961,8353.202,8652.239,-6999.0,-6999.0,15355.711,16178.09,48.262638,102.600578
2024-11-04_11:00-12:00,2024-11-04,11:00-12:00,2024,11,4,1,0,4,11,1,0,28400,25783.17,4127.481,3357.790527,16967.253,9140.795898,8350.002,8652.31,-6520.0,-6520.0,15412.252,16664.076,26.335112,66.173096
2024-11-04_12:00-13:00,2024-11-04,12:00-13:00,2024,11,4,1,0,4,12,1,0,28743,26200.359,4030.623,3243.105469,16299.217,8851.733398,8350.002,8944.346,-6524.0,-6524.0,15292.692,16265.003,26.025656,85.477173
2024-11-04_13:00-14:00,2024-11-04,13:00-14:00,2024,11,4,1,0,4,13,1,0,28301,26859.258,4038.95,3325.721924,13897.64,7743.372559,8350.002,8546.077,-7258.0,-7258.0,14728.272,14910.523,51.068996,190.199341
2024-11-04_14:00-15:00,2024-11-04,14:00-15:00,2024,11,4,1,0,4,14,1,0,28748,27735.953,4178.972,3511.596436,9764.38,5046.615723,8350.002,8545.63,-7568.0,-7568.0,13864.552,13588.991,90.016609,380.830322
2024-11-04_15:00-16:00,2024-11-04,15:00-16:00,2024,11,4,1,0,4,15,1,0,29324,28769.906,4397.77,4046.235596,5164.673,2549.229736,9259.189,8568.008,-5564.0,-5564.0,13149.929,12115.752,200.000061,339.2229
2024-11-04_16:00-17:00,2024-11-04,16:00-17:00,2024,11,4,1,0,4,16,0,0,29956,29878.783,4662.531,4518.153809,1010.583,533.510864,9916.064,9462.837,-3478.0,-3478.0,14053.524,12060.476,203.299957,318.288849
2024-11-04_17:00-18:00,2024-11-04,17:00-18:00,2024,11,4,1,0,4,17,0,0,30074,29884.402,4931.581,4986.335449,2.67,6.347199,9859.402,9879.621,-2320.0,-2320.0,13677.522,12244.102,151.599991,221.086197
2024-11-04_18:00-19:00,2024-11-04,18:00-19:00,2024,11,4,1,0,4,18,0,0,29500,29294.27,5212.215,5040.273438,0.01,0.3,10146.5,9840.162,-2416.0,-2416.0,12425.97,12277.284,199.999985,203.0
2024-11-04_19:00-20:00,2024-11-04,19:00-20:00,2024,11,4,1,0,4,19,0,0,28814,28636.918,5343.891,4959.838867,0.0,0.11,9212.002,10016.501,-2360.0,-2360.0,11531.292,12431.211,144.500107,151.600037
2024-11-04_20:00-21:00,2024-11-04,20:00-21:00,2024,11,4,1,0,4,20,0,0,28688,28352.289,5312.336,5106.875488,0.0,0.04,8983.474,9483.673,-2289.0,-2289.0,11249.384,11780.55,159.799988,155.999954
2024-11-04_21:00-22:00,2024-11-04,21:00-22:00,2024,11,4,1,0,4,21,0,0,26619,26485.707,5114.901,4756.101074,0.0,0.0,8392.902,8925.051,-2929.0,-2929.0,10615.462,11159.922,120.000023,122.999947
2024-11-04_22:00-23:00,2024-11-04,22:00-23:00,2024,11,4,1,0,4,22,0,1,25117,24669.805,4873.056,4429.555176,0.0,0.0,8392.902,8903.507,-4133.0,-4133.0,10590.752,11201.723,90.000046,99.999992
2024-11-04_23:00-24:00,2024-11-04,23:00-24:00,2024,11,4,1,0,4,23,0,1,24084,24058.656,4585.593,4129.38623,0.0,0.0,8467.402,8816.191,-4532.0,-4532.0,10630.532,11040.249,89.999985,99.999977
2024-11-05_00:00-01:00,2024-11-05,00:00-01:00,2024,11,5,2,0,4,0,0,1,25645,25479.477,4419.197,3801.074219,0.0,0.0,8321.004,9048.436,-2114.0,-3186.0,10468.064,11160.156,222.830978,246.511429
2024-11-05_01:00-02:00,2024-11-05,01:00-02:00,2024,11,5,2,0,4,1,0,1,24538,24585.168,4156.269,3603.907959,0.0,0.0,8303.204,8586.176,-2296.0,-4035.0,10415.724,10647.272,222.999893,222.834427
2024-11-05_02:00-03:00,2024-11-05,02:00-03:00,2024,11,5,2,0,4,2,0,1,24022,23889.719,3937.003,3449.59668,0.0,0.0,8303.204,8623.96,-2296.0,-4340.0,10389.624,10732.839,219.000076,218.748016
2024-11-05_03:00-04:00,2024-11-05,03:00-04:00,2024,11,5,2,0,4,3,0,1,23815,23685.996,3732.676,3411.001709,0.0,0.0,8301.004,8572.88,-2296.0,-3547.0,10372.154,10674.897,210.860382,199.0
2024-11-05_04:00-05:00,2024-11-05,04:00-05:00,2024,11,5,2,0,4,4,0,1,24038,24100.215,3538.068,3478.839111,0.0,0.01,8301.004,8563.485,-2296.0,-3998.0,10349.744,10698.908,223.000031,210.869232
2024-11-05_05:00-06:00,2024-11-05,05:00-06:00,2024,11,5,2,0,4,5,0,1,25308,25155.658,3324.048,3301.179932,6.87,0.1,8306.404,8527.308,-2294.0,-2505.0,10353.904,10592.471,278.137207,243.000046
2024-11-05_06:00-07:00,2024-11-05,06:00-07:00,2024,11,5,2,0,4,6,0,1,27346,27503.084,3075.434,2914.369873,401.147,138.170975,8466.004,8519.785,-2060.0,-2055.0,10630.984,10566.119,317.963623,316.277679
2024-11-05_07:00-08:00,2024-11-05,07:00-08:00,2024,11,5,2,0,4,7,0,0,28872,28189.375,2652.533,2582.301514,4682.242,2552.598389,8301.004,8525.995,-1858.0,-2827.0,11948.084,11926.615,226.000076,259.45575
2024-11-05_08:00-09:00,2024-11-05,08:00-09:00,2024,11,5,2,0,4,8,1,0,30458,28250.512,2006.834,2031.997314,10920.98,6317.137207,8301.004,8666.133,-2829.0,-6815.0,14147.954,14459.175,95.498329,120.000076
2024-11-05_09:00-10:00,2024-11-05,09:00-10:00,2024,11,5,2,0,4,9,1,0,30717,27158.785,1403.156,1353.66687,15928.037,9742.600586,8301.004,8525.637,-3514.0,-5697.0,15841.363,16360.557,56.478359,68.032181
2024-11-05_10:00-11:00,2024-11-05,10:00-11:00,2024,11,5,2,0,4,10,1,0,30744,26624.834,1001.022,949.067017,18887.201,11972.27539,8301.004,8566.685,-3067.0,-5469.0,16180.913,17811.612,41.888908,6.215943
2024-11-05_11:00-12:00,2024-11-05,11:00-12:00,2024,11,5,2,0,4,11,1,0,28454,24208.184,754.708,652.797058,19862.318,12573.30273,8301.004,8471.102,-3070.0,-6954.0,16256.974,18306.757,22.237297,2.347397
2024-11-05_12:00-13:00,2024-11-05,12:00-13:00,2024,11,5,2,0,4,12,1,0,28798,24706.912,619.042,550.486938,19409.956,12258.01856,8301.004,8537.707,-3071.0,-6401.0,16211.123,17970.419,29.719538,6.471116
2024-11-05_13:00-14:00,2024-11-05,13:00-14:00,2024,11,5,2,0,4,13,1,0,28384,24957.094,560.95,465.347046,17275.309,11389.5957,8341.004,8510.104,-3083.0,-6133.0,15775.303,17002.731,41.600231,8.311929
2024-11-05_14:00-15:00,2024-11-05,14:00-15:00,2024,11,5,2,0,4,14,1,0,28847,26169.229,567.57,465.319855,13002.054,8760.308594,8341.004,8574.981,-3126.0,-6239.0,14836.564,15360.162,49.752621,61.407803
2024-11-05_15:00-16:00,2024-11-05,15:00-16:00,2024,11,5,2,0,4,15,1,0,29345,27848.055,637.47,462.156952,7033.019,4893.283691,8467.84,8667.475,-2746.0,-2778.0,12829.38,12914.673,251.000031,296.231323
2024-11-05_16:00-17:00,2024-11-05,16:00-17:00,2024,11,5,2,0,4,16,0,0,30035,29532.055,785.182,510.219086,1272.815,1224.067139,9815.504,9535.691,-1842.0,-1834.0,13862.094,11827.863,326.061127,340.866333
2024-11-05_17:00-18:00,2024-11-05,17:00-18:00,2024,11,5,2,0,4,17,0,0,30283,30282.768,1042.416,712.483948,3.79,12.9278,10166.025,9807.783,-1250.0,-1247.0,13807.185,11629.292,333.80954,361.57663
2024-11-05_18:00-19:00,2024-11-05,18:00-19:00,2024,11,5,2,0,4,18,0,0,29734,29555.141,1346.849,886.206909,0.01,0.39,10218.404,10129.177,-1035.0,-1032.0,12340.294,11973.786,357.304291,367.59671
2024-11-05_19:00-20:00,2024-11-05,19:00-20:00,2024,11,5,2,0,4,19,0,0,29053,28798.598,1584.886,1026.170166,0.0,0.15,9678.404,10191.578,-416.0,-414.0,11843.974,12042.542,332.952026,354.70401
2024-11-05_20:00-21:00,2024-11-05,20:00-21:00,2024,11,5,2,0,4,20,0,0,28830,28568.072,1741.559,1243.418701,0.0,0.07,9463.404,9307.892,-689.0,-686.0,11647.094,11119.356,332.807953,351.240204
2024-11-05_21:00-22:00,2024-11-05,21:00-22:00,2024,11,5,2,0,4,21,0,0,26754,26819.428,1807.618,1541.060181,0.0,0.0,8824.051,8884.607,-1258.0,-1253.0,10965.191,10670.517,320.513794,329.224548
2024-11-05_22:00-23:00,2024-11-05,22:00-23:00,2024,11,5,2,0,4,22,0,1,24829,24671.537,1818.482,1726.865234,0.0,0.0,8448.923,8900.189,-1960.0,-1955.0,10559.173,10747.304,298.532471,303.47644
2024-11-05_23:00-24:00,2024-11-05,23:00-24:00,2024,11,5,2,0,4,23,0,1,24091,24088.211,1809.256,1859.386475,0.0,0.0,8410.204,9069.668,-2091.0,-2572.0,10479.154,10971.645,250.901901,263.592255
2024-11-06_00:00-01:00,2024-11-06,00:00-01:00,2024,11,6,3,0,4,0,0,1,25507,25489.373,1786.379,1766.545288,0.0,0.0,8574.604,8541.432,-2073.0,-2204.0,10407.274,10521.367,284.23996,304.599976
2024-11-06_01:00-02:00,2024-11-06,01:00-02:00,2024,11,6,3,0,4,1,0,1,24563,24588.576,1780.146,1785.792969,0.0,0.0,8508.54,8539.806,-2247.0,-2239.0,10327.07,10410.326,252.090057,261.0
2024-11-06_02:00-03:00,2024-11-06,02:00-03:00,2024,11,6,3,0,4,2,0,1,23958,23757.102,1772.173,1641.299805,0.0,0.0,8319.604,8535.811,-2247.0,-2217.0,10134.924,10409.647,230.000061,229.999939
2024-11-06_03:00-04:00,2024-11-06,03:00-04:00,2024,11,6,3,0,4,3,0,1,23644,23697.365,1728.945,1587.659058,0.0,0.0,8311.604,8534.002,-2247.0,-2411.0,10122.724,10421.613,222.999985,230.000061
2024-11-06_04:00-05:00,2024-11-06,04:00-05:00,2024,11,6,3,0,4,4,0,1,24086,24166.182,1690.992,1479.3479,0.0,0.01,8281.004,8533.45,-2247.0,-1860.0,10084.444,10393.857,260.600067,264.0
2024-11-06_05:00-06:00,2024-11-06,05:00-06:00,2024,11,6,3,0,4,5,0,1,25318,25469.818,1663.431,1560.459961,7.21,2.78,8462.704,8531.941,-2246.0,-2232.0,10292.084,10403.089,316.627319,304.999969
2024-11-06_06:00-07:00,2024-11-06,06:00-07:00,2024,11,6,3,0,4,6,0,1,27360,27614.508,1612.713,1473.83728,396.556,132.30098,8896.404,8514.303,-2021.0,-1284.0,10848.814,10543.676,320.979248,333.819183
2024-11-06_07:00-08:00,2024-11-06,07:00-08:00,2024,11,6,3,0,4,7,0,0,29112,28021.84,1469.809,1440.16687,4753.844,2644.768555,8297.835,8526.012,-1854.0,-1965.0,11768.505,12186.266,277.999969,304.999908
2024-11-06_08:00-09:00,2024-11-06,08:00-09:00,2024,11,6,3,0,4,8,1,0,30356,28116.086,1207.823,1201.473511,11169.692,6880.534668,8281.004,8522.795,-2829.0,-6140.0,14026.014,14700.189,91.568726,122.999939
2024-11-06_09:00-10:00,2024-11-06,09:00-10:00,2024,11,6,3,0,4,9,1,0,30479,27119.762,922.281,776.578369,16364.233,9781.958984,7681.004,8014.962,-3044.0,-4973.0,15240.934,16349.62,55.587624,46.496017
2024-11-06_10:00-11:00,2024-11-06,10:00-11:00,2024,11,6,3,0,4,10,1,0,30590,26711.549,750.728,518.457947,19385.399,12058.04102,7711.004,7952.488,-2605.0,-4898.0,15641.714,17421.48,39.794659,3.050575
2024-11-06_11:00-12:00,2024-11-06,11:00-12:00,2024,11,6,3,0,4,11,1,0,28442,24359.195,649.325,418.8638,20397.015,12488.10156,7711.004,7919.861,-2606.0,-6455.0,15740.434,17832.66,22.590143,2.899074
2024-11-06_12:00-13:00,2024-11-06,12:00-13:00,2024,11,6,3,0,4,12,1,0,28598,24807.727,601.829,353.971497,19883.041,11686.62695,7710.004,7943.27,-2606.0,-6143.0,15663.765,17496.341,22.909578,3.040681
2024-11-06_13:00-14:00,2024-11-06,13:00-14:00,2024,11,6,3,0,4,13,1,0,28490,25187.006,607.412,358.255432,17660.134,11090.96387,7711.004,7941.659,-2620.0,-4985.0,15157.185,16602.008,39.696621,2.962382
2024-11-06_14:00-15:00,2024-11-06,14:00-15:00,2024,11,6,3,0,4,14,1,0,28656,26101.807,668.044,446.033081,13215.371,9042.969727,7750.004,8059.489,-2663.0,-4767.0,14208.124,15041.432,42.387974,69.313171
2024-11-06_15:00-16:00,2024-11-06,15:00-16:00,2024,11,6,3,0,4,15,1,0,29279,27869.172,809.174,559.718994,7077.819,5107.490723,8900.0,9509.947,-3169.0,-3718.0,13165.71,13895.085,247.063049,277.508575
2024-11-06_16:00-17:00,2024-11-06,16:00-17:00,2024,11,6,3,0,4,16,0,0,29964,29686.705,1054.599,643.22406,1221.405,1232.300415,10092.0,9973.022,-2808.0,-2774.0,13976.41,12263.831,340.432831,379.754578
2024-11-06_17:00-18:00,2024-11-06,17:00-18:00,2024,11,6,3,0,4,17,0,0,29986,30149.736,1390.642,925.915894,3.12,13.1465,10342.0,10482.656,-2152.0,-2109.0,13864.9,12325.38,322.999939,384.669922
2024-11-06_18:00-19:00,2024-11-06,18:00-19:00,2024,11,6,3,0,4,18,0,0,29569,29668.326,1735.339,1310.8302,0.03,0.46,10323.0,10490.452,-1558.0,-1303.0,12337.74,12413.586,322.999847,342.414825
2024-11-06_19:00-20:00,2024-11-06,19:00-20:00,2024,11,6,3,0,4,19,0,0,28898,29051.062,1934.769,1528.554688,0.0,0.17,9800.6,10607.172,-845.0,-552.0,11856.39,12470.835,303.299988,322.999908
2024-11-06_20:00-21:00,2024-11-06,20:00-21:00,2024,11,6,3,0,4,20,0,0,28580,28872.311,1975.281,1589.807129,0.0,0.04,9752.3,9915.141,-1464.0,-664.0,11809.87,11757.316,303.299866,322.999969
2024-11-06_21:00-22:00,2024-11-06,21:00-22:00,2024,11,6,3,0,4,21,0,0,26945,26938.096,1874.527,1494.057983,0.0,0.0,9196.6,9986.037,-2015.0,-1368.0,11205.04,11741.747,284.240112,322.44397
2024-11-06_22:00-23:00,2024-11-06,22:00-23:00,2024,11,6,3,0,4,22,0,1,25419,25181.781,1748.974,1351.645142,0.0,0.0,8487.004,9059.58,-2422.0,-2038.0,10474.754,10918.534,284.240021,304.706573
2024-11-06_23:00-24:00,2024-11-06,23:00-24:00,2024,11,6,3,0,4,23,0,1,24697,24123.693,1641.377,1258.455078,0.0,0.0,8376.331,8953.895,-2614.0,-3115.0,10359.881,10745.258,281.249908,319.743439
2024-11-07_00:00-01:00,2024-11-07,00:00-01:00,2024,11,7,4,0,4,0,0,1,25623,25583.188,1813.231,1246.661987,0.0,0.0,8600.004,9391.2,-2083.0,-2023.0,10618.614,11285.692,304.697571,319.531464
2024-11-07_01:00-02:00,2024-11-07,01:00-02:00,2024,11,7,4,0,4,1,0,1,24722,24852.406,1661.752,1248.617065,0.0,0.0,8590.958,8706.626,-2257.0,-2530.0,10597.068,10520.18,281.0,284.23999
2024-11-07_02:00-03:00,2024-11-07,02:00-03:00,2024,11,7,4,0,4,2,0,1,24021,24423.533,1557.276,1125.39502,0.0,0.0,8346.004,8530.486,-2257.0,-2826.0,10349.224,10348.243,264.240021,278.000122
2024-11-07_03:00-04:00,2024-11-07,03:00-04:00,2024,11,7,4,0,4,3,0,1,23822,23802.529,1472.643,1064.085083,0.0,0.0,8346.004,8542.636,-2257.0,-3040.0,10343.034,10364.402,259.543121,283.484711
2024-11-07_04:00-05:00,2024-11-07,04:00-05:00,2024,11,7,4,0,4,4,0,1,24315,24358.672,1418.151,1125.858032,0.0,0.01,8340.004,8539.836,-2257.0,-2537.0,10333.494,10424.813,282.284912,284.23996
2024-11-07_05:00-06:00,2024-11-07,05:00-06:00,2024,11,7,4,0,4,5,0,1,25412,25614.383,1376.867,1199.961914,6.87,2.75,8532.504,8484.402,-2256.0,-2251.0,10529.074,10317.125,315.947662,324.562653
2024-11-07_06:00-07:00,2024-11-07,06:00-07:00,2024,11,7,4,0,4,6,0,1,27634,27902.762,1326.755,1228.354126,342.512,124.339981,8947.256,8643.604,-2031.0,-1981.0,11044.796,10565.181,356.704315,369.228668
2024-11-07_07:00-08:00,2024-11-07,07:00-08:00,2024,11,7,4,0,4,7,0,0,29138,28557.654,1213.212,1211.004639,4358.207,2586.017578,8419.304,8508.185,-1867.0,-2029.0,11910.744,12169.249,290.0,320.822418
2024-11-07_08:00-09:00,2024-11-07,08:00-09:00,2024,11,7,4,0,4,8,1,0,30473,28515.199,990.449,1002.365051,10285.383,6771.14502,8313.304,8523.564,-2842.0,-5833.0,13870.944,14717.269,198.891708,222.896729
2024-11-07_09:00-10:00,2024-11-07,09:00-10:00,2024,11,7,4,0,4,9,1,0,30501,27737.959,728.058,542.499023,15202.589,10450.48438,7710.004,7942.499,-3057.0,-5038.0,14960.014,15861.815,64.378441,60.324257
2024-11-07_10:00-11:00,2024-11-07,10:00-11:00,2024,11,7,4,0,4,10,1,0,30672,27010.18,559.743,358.968048,18226.207,12563.92285,7720.004,7964.448,-2612.0,-4845.0,15345.044,17266.24,42.830799,25.292082
2024-11-07_11:00-12:00,2024-11-07,11:00-12:00,2024,11,7,4,0,4,11,1,0,29023,24741.801,451.865,315.942017,19282.259,13249.73242,7720.004,7945.24,-2613.0,-6601.0,15454.424,17727.956,42.383064,5.660396
2024-11-07_12:00-13:00,2024-11-07,12:00-13:00,2024,11,7,4,0,4,12,1,0,29170,25306.146,391.612,279.60495,18741.985,12903.42676,7720.004,7930.256,-2613.0,-6069.0,15383.864,17620.176,42.323307,6.40671
2024-11-07_13:00-14:00,2024-11-07,13:00-14:00,2024,11,7,4,0,4,13,1,0,29505,25213.66,381.552,305.862976,16423.594,11411.59473,7720.004,7928.627,-2627.0,-5205.0,14844.824,16570.861,38.500652,6.506916
2024-11-07_14:00-15:00,2024-11-07,14:00-15:00,2024,11,7,4,0,4,14,1,0,29568,26081.936,420.208,321.395966,12041.127,8897.986328,7720.004,7914.296,-2670.0,-4982.0,13852.504,15009.847,60.992916,82.142502
2024-11-07_15:00-16:00,2024-11-07,15:00-16:00,2024,11,7,4,0,4,15,1,0,29790,27865.6,522.042,377.303986,6349.514,5221.215332,8870.0,9098.721,-3176.0,-3068.0,13049.77,13478.371,222.749954,263.901917
2024-11-07_16:00-17:00,2024-11-07,16:00-17:00,2024,11,7,4,0,4,16,0,0,30229,29628.352,704.777,385.949036,1074.178,1330.602417,10163.284,10292.893,-2815.0,-2694.0,14131.404,12302.28,316.887604,357.602356
2024-11-07_17:00-18:00,2024-11-07,17:00-18:00,2024,11,7,4,0,4,17,0,0,30127,30307.895,996.541,500.437012,2.39,10.6432,10440.0,10860.392,-2159.0,-2408.0,14099.3,12482.691,310.0,379.58197
2024-11-07_18:00-19:00,2024-11-07,18:00-19:00,2024,11,7,4,0,4,18,0,0,29554,29698.123,1307.043,748.469971,0.01,0.42,10236.724,10951.314,-1565.0,-1550.0,12449.414,12619.809,322.750061,343.421112
2024-11-07_19:00-20:00,2024-11-07,19:00-20:00,2024,11,7,4,0,4,19,0,0,28970,29008.943,1526.468,987.467163,0.0,0.13,10050.0,10416.161,-852.0,-835.0,12328.13,12225.441,263.899963,316.639618
2024-11-07_20:00-21:00,2024-11-07,20:00-21:00,2024,11,7,4,0,4,20,0,0,28667,29026.979,1602.674,1234.354248,0.0,0.04,9560.0,9668.963,-1471.0,-1406.0,11814.38,11531.379,298.999908,322.66507
2024-11-07_21:00-22:00,2024-11-07,21:00-22:00,2024,11,7,4,0,4,21,0,0,26816,27238.361,1563.176,1276.601807,0.0,0.0,9000.0,9327.991,-2020.0,-1977.0,11165.92,11159.081,264.240051,316.2742
2024-11-07_22:00-23:00,2024-11-07,22:00-23:00,2024,11,7,4,0,4,22,0,1,25041,25247.76,1476.639,1340.710205,0.0,0.0,8455.004,8753.216,-2432.0,-2404.0,10580.184,10654.936,225.999969,273.000031
2024-11-07_23:00-24:00,2024-11-07,23:00-24:00,2024,11,7,4,0,4,23,0,1,24316,24418.486,1377.694,1334.374146,0.0,0.0,8421.004,9012.288,-2624.0,-2597.0,10519.464,10839.688,215.600159,237.600082
2024-11-08_00:00-01:00,2024-11-08,00:00-01:00,2024,11,8,5,0,4,0,0,1,25715,26271.162,1527.144,1383.913208,0.0,0.0,8328.708,8652.499,-2083.0,-2739.0,10408.658,10458.134,316.740601,331.768463
2024-11-08_01:00-02:00,2024-11-08,01:00-02:00,2024,11,8,5,0,4,1,0,1,24800,25301.365,1445.352,1420.765991,0.0,0.0,8314.304,8659.855,-2257.0,-2959.0,10377.664,10443.987,307.752197,320.328369
2024-11-08_02:00-03:00,2024-11-08,02:00-03:00,2024,11,8,5,0,4,2,0,1,24118,24696.994,1361.864,1316.128174,0.0,0.0,8311.004,8651.15,-2257.0,-3293.0,10370.224,10406.127,300.0,308.436462
2024-11-08_03:00-04:00,2024-11-08,03:00-04:00,2024,11,8,5,0,4,3,0,1,23922,24320.094,1303.38,1263.927856,0.0,2.07,8299.004,8640.699,-2257.0,-3425.0,10355.794,10400.097,280.000031,307.767792
2024-11-08_04:00-05:00,2024-11-08,04:00-05:00,2024,11,8,5,0,4,4,0,1,24334,24525.766,1269.325,1351.553955,0.0,2.08,8299.004,8622.885,-2257.0,-2980.0,10350.844,10365.886,304.123047,309.053711
2024-11-08_05:00-06:00,2024-11-08,05:00-06:00,2024,11,8,5,0,4,5,0,1,25519,25731.389,1249.705,1343.891968,2.67,2.192,8399.004,9067.618,-2256.0,-2245.0,10443.634,10771.963,307.705963,317.04483
2024-11-08_06:00-07:00,2024-11-08,06:00-07:00,2024,11,8,5,0,4,6,0,1,27646,28213.312,1211.593,1142.073242,213.772,81.915001,9038.76,9131.974,-2031.0,-1975.0,11103.44,10976.732,320.524231,326.165436
2024-11-08_07:00-08:00,2024-11-08,07:00-08:00,2024,11,8,5,0,4,7,0,0,29383,28991.238,1095.547,1059.593262,2429.08,1811.548584,8837.304,9128.015,-1867.0,-1829.0,11552.174,12151.084,303.325409,303.473419
2024-11-08_08:00-09:00,2024-11-08,08:00-09:00,2024,11,8,5,0,4,8,1,0,30600,29358.051,893.525,1002.420044,5582.507,4372.150391,8740.604,8458.943,-2842.0,-2853.0,12391.214,13344.029,297.812744,272.682037
2024-11-08_09:00-10:00,2024-11-08,09:00-10:00,2024,11,8,5,0,4,9,1,0,30700,29052.766,681.906,734.93988,8223.666,6991.939453,7685.604,7865.707,-3057.0,-4240.0,12157.724,13866.176,264.743591,231.583633
2024-11-08_10:00-11:00,2024-11-08,10:00-11:00,2024,11,8,5,0,4,10,1,0,30840,28678.014,534.017,521.429993,10036.122,8002.791504,7695.604,8001.375,-2612.0,-3627.0,12126.584,15036.456,209.922012,189.040619
2024-11-08_11:00-12:00,2024-11-08,11:00-12:00,2024,11,8,5,0,4,11,1,0,28935,26733.016,441.129,395.176971,10715.7,8761.780273,7695.004,8000.141,-2613.0,-5323.0,12163.544,15101.169,101.226547,79.707367
2024-11-08_12:00-13:00,2024-11-08,12:00-13:00,2024,11,8,5,0,4,12,1,0,29383,27348.965,403.185,392.017059,10158.608,8582.696289,7680.004,7913.015,-2613.0,-5584.0,12141.254,14422.745,141.656586,90.916344
2024-11-08_13:00-14:00,2024-11-08,13:00-14:00,2024,11,8,5,0,4,13,1,0,29271,27835.643,414.668,404.04306,8242.988,6470.01416,7721.404,8055.383,-2627.0,-4704.0,11902.434,13385.147,203.585358,252.972336
2024-11-08_14:00-15:00,2024-11-08,14:00-15:00,2024,11,8,5,0,4,14,1,0,29271,28290.164,470.155,412.557983,5549.735,4189.746582,7971.404,7906.318,-2670.0,-2718.0,11890.114,11770.939,272.603363,316.234955
2024-11-08_15:00-16:00,2024-11-08,15:00-16:00,2024,11,8,5,0,4,15,1,0,29832,29242.363,578.856,500.578979,2975.449,2128.976074,9715.303,9046.917,-3176.0,-3069.0,13033.373,11658.985,319.602936,331.247986
2024-11-08_16:00-17:00,2024-11-08,16:00-17:00,2024,11,8,5,0,4,16,0,0,30330,30266.834,744.794,629.838989,561.006,500.33252,10427.6,10214.307,-2815.0,-2694.0,14510.43,12061.079,319.745422,327.156433
2024-11-08_17:00-18:00,2024-11-08,17:00-18:00,2024,11,8,5,0,4,17,0,0,30237,30372.791,975.944,731.337036,6.7,4.5135,10487.1,10583.365,-2159.0,-2113.0,14411.01,12413.945,319.775452,318.169403
2024-11-08_18:00-19:00,2024-11-08,18:00-19:00,2024,11,8,5,0,4,18,0,0,29676,29781.719,1210.158,970.437866,0.01,0.36,10320.6,10467.326,-1565.0,-1547.0,12759.89,12323.774,313.764404,324.934082
2024-11-08_19:00-20:00,2024-11-08,19:00-20:00,2024,11,8,5,0,4,19,0,0,29044,29036.998,1393.427,1173.275146,0.0,0.11,9899.6,10495.083,-852.0,-835.0,12394.23,12402.087,303.300171,298.503265
2024-11-08_20:00-21:00,2024-11-08,20:00-21:00,2024,11,8,5,0,4,20,0,0,28731,28764.848,1468.643,1329.749878,0.0,0.04,9441.1,10284.202,-1471.0,-1400.0,11925.65,12160.27,307.793243,308.446838
2024-11-08_21:00-22:00,2024-11-08,21:00-22:00,2024,11,8,5,0,4,21,0,0,27019,27453.051,1477.038,1433.151001,0.0,0.0,8874.7,9591.721,-2020.0,-1978.0,11299.06,11439.884,301.999847,295.705902
2024-11-08_22:00-23:00,2024-11-08,22:00-23:00,2024,11,8,5,0,4,22,0,1,25283,25579.08,1448.282,1441.973267,0.0,0.0,8314.704,8852.572,-2432.0,-2900.0,10710.264,10603.896,250.193634,265.883514
2024-11-08_23:00-24:00,2024-11-08,23:00-24:00,2024,11,8,5,0,4,23,0,1,24427,24581.748,1374.012,1413.19397,0.0,0.0,8300.704,8967.182,-2624.0,-3750.0,10583.784,10580.982,246.999954,257.043335
2024-11-09_00:00-01:00,2024-11-09,00:00-01:00,2024,11,9,6,1,4,0,0,1,25689,26317.145,1293.711,1592.929565,0.0,0.0,8291.4,8907.361,-2878.0,-2412.0,10309.02,10583.946,323.458496,327.165924
2024-11-09_01:00-02:00,2024-11-09,01:00-02:00,2024,11,9,6,1,4,1,0,1,24832,25376.713,1222.471,1360.763184,0.0,0.0,8271.0,8472.911,-3052.0,-3211.0,10266.14,10162.363,315.687592,325.326813
2024-11-09_02:00-03:00,2024-11-09,02:00-03:00,2024,11,9,6,1,4,2,0,1,24303,24559.285,1138.234,1302.310181,0.0,0.0,8279.0,8436.912,-3052.0,-3828.0,10269.71,10224.759,310.680237,315.024414
